"","D1_p1_diff","D4_p1_diff","D8_p1_diff","D11_p1_diff","D14_p1_diff","D1_p2_diff","D4_p2_diff","D8_p2_diff","D11_p2_diff","D14_p2_diff","D1_p3_diff","D4_p3_diff","D8_p3_diff","D11_p3_diff","D14_p3_diff"
"A2M-LRP1",0.780902227927196,1.28242977890234,0.868238985360936,0.940267062910499,0.419119843235967,1.79358254450387,1.15162785014141,1.05098371615028,1.46464676180459,1.20992983594663,0.849549432692401,0.85730003218218,-0.0863732763315107,0.0356525900093943,-0.0467322390986228
"ADAM15-ITGA5",0.0802638217842055,0.0870207264148544,-0.130163033565625,0.167255016616295,0.550668136820473,0.376862967141044,0.0924119360632815,0.451770857217029,0.572494394441774,0.183443056784884,0.554389163005436,0.379065557838295,0.186675677492746,0.0721587502340675,-0.0744858688972264
"ADAM15-ITGAV",-0.0225784852819095,0.0568949690721638,-0.058997721878854,0.200736383663112,0.343008761931494,0.283999075676572,0.112247446752734,0.0330705730777499,0.250750282227249,0.198832980347513,0.31545568107471,0.201931397546044,0.132247743301671,0.0151625405802593,-0.0658312516099174
"ADAM15-ITGB1",0.00881625206228642,-0.0309648354209346,-0.171482275417014,0.191938764042515,0.477600219971923,0.302844159769552,0.142310135526886,0.333924803156292,0.613617026697292,0.493362274828742,0.373588582774791,0.226109314096076,0.146906939567463,0.009128584275364,0.06608474438297
"ADAM9-ITGAV",0.23650459679068,-0.08709751914769,-0.364873446752332,0.201803400905112,0.128756872936115,0.600645527010325,0.378631052594322,-0.0934533241712727,-0.48523578389512,-0.00949028439384619,0.325509032660974,0.180359152884451,-0.0668501365347969,-0.336645780188086,0.0543561221641012
"ADAM9-ITGB5",0.304156389548969,0.0652745336575564,-0.0597106802056666,0.220655685811396,0.080195518970813,0.709701592811622,0.493693744765826,0.211502297473149,-0.11520497006222,0.00999159819543127,0.307149364947626,0.193847579682195,-0.00761215943837912,-0.392734927540731,0.153291506321413
"ADM-VIPR1",1.10102689817063,1.32033108746757,0.925374190218397,0.531711553168237,0.527576629824143,0.0602009817603131,0.0977940159972752,0.155951099510172,0.300124549644845,0.652438823526606,0.122915958820185,0.158911809424141,0.184273656059563,0.290692201831153,0.0200113758858138
"ANXA1-FPR3",1.28823631937984,1.15387212393859,0.851652581216625,0.883316275455839,0.216962458999454,1.44763258201904,0.788494553368779,0.395928663713508,0.320222882079595,0.210137879158771,1.72978787769025,0.394652003219872,0.118453130980396,0.140189819089645,0.200947506836364
"APOC1-VLDLR",0.11087989460521,0.0233549783833751,-0.574212556807214,0.0937845122941371,0.859256312691578,0.10812987503805,0.172358017787441,1.12998698392359,1.11184439164035,0.818155511646877,0.339024239933344,0.0464915767781107,-0.214369143660522,0.0558298414626955,-0.338852345562297
"APOE-LDLR",0.652322555328291,0.977702885269926,0.881900647375551,1.16925903283219,0.764830734027296,0.33536265093553,0.625480007948896,2.09924654734946,1.83219096375529,0.98148289335652,0.475620034801681,0.352195733531903,-0.136268046231821,0.208773376390022,0.113145130574127
"APOE-LRP1",0.577184264047819,0.701601488536321,0.806275598851761,1.21907627768805,0.886824353111861,1.30370767313969,0.999714133703478,1.1096951709865,1.69625614675294,1.36842218325259,0.800214161360587,0.616297327437356,0.0220377578073191,0.118366185516895,0.00885950282983866
"APOE-SORL1",0.544871208761084,0.393565258010401,0.344453547069093,1.13013547668926,0.646553616508395,0.999598609039995,0.979597663347798,0.918453266694193,1.4658521214742,1.00991768192876,0.623018332998796,0.9356370436018,0.539631470993851,0.17537044280185,0.130350817559146
"APP-CAV1",0.056382256164721,0.00775323627269034,-0.143666985211864,0.12488596897629,-0.159139212623123,0.025550158058005,0.0974284685922956,0.128754348492301,0.383817197074738,0.589461167231383,-0.0445990768732537,-0.0201491861823148,-0.0110986600612577,-0.256561514278851,-0.0933005253282611
"APP-CD74",0.0433667605955268,-0.132378066799938,-0.522059151892425,0.241765771156423,0.444369169112862,0.0772504371933618,0.381149446594311,0.631713707254668,1.43489760399157,1.53415595125984,0.228287450579386,0.0699860072284277,0.0803793607332297,-0.37738476684237,-0.108194700940005
"APP-NCSTN",-0.0217890895415306,-0.234544266553628,-0.557217375532497,-0.127189811013038,-0.145684436679992,-0.0442292284913823,-0.0592196958512674,0.29232078925475,0.32141523998922,0.585291664978963,-0.0450775023245396,-0.357461559724179,-0.194566266590685,-0.344870018226499,-0.167965724345292
"APP-TNFRSF21",0.064377790354336,-0.2321716373036,-0.180406373569173,0.0951416780221844,0.054971612620061,0.166965936635128,0.190963634036019,0.295166169984235,0.045386239356747,0.282531367310289,-0.00576618328966456,-0.219204852936775,-0.1931825787292,-0.145270377241784,0.0284790069671867
"B2M-CD247",1.10348985127702,1.45625114781756,1.08386485644369,1.47794490285353,1.06840266457001,1.05982952618159,1.06432340556484,1.03686652263304,1.79218960189128,2.19682115391572,0.74729933985948,0.683536204750446,0.4673565413625,0.199905317184117,0.331709029373281
"B2M-HLA-F",0.451446568186828,0.810617478359313,1.13674669321751,1.24968087069387,0.885884783265036,0.219287192363502,0.549826102086801,0.76537229212963,2.34568195177864,2.21835115815557,0.208533886071532,0.627548210722778,0.45873891603831,-0.0277518212722077,0.157063142358027
"BTLA-CD79A",0.0171170739735447,0.119034507766516,0.0698679488536075,0.237742086436024,0.46313453439354,0.0617209472018709,0.42633778930299,0.374536358934699,1.59324532922277,1.89684206898329,0.0407661955633276,0.33846796723626,0.33022324492576,-0.166023920162942,0.102608897136643
"CALM1-KCNQ1",0.0490304076992452,0.190321357652866,0.153856150674728,0.286715215006647,0.089445027484459,0.130255174946977,0.313420830192752,0.24592344525031,0.813159581325814,0.68718898191711,0.164292170508626,0.312364289995374,0.322174522378129,-0.0441050922668424,0.0216643043561272
"CALM2-KCNQ1",0.0438914666735748,0.14707287290087,0.0533479170960313,0.272787690420022,0.121429550560166,0.134267658846594,0.387209996646466,0.266596122584219,0.655464488334735,0.522030665997726,0.193040495083793,0.312605804647909,0.292432544783685,-0.0474456217639735,0.0728643856563671
"CALM2-SCN4A",-0.229679921321833,0.338724408820682,0.0914342452758299,0.140105717166783,0.148482300145876,0.0397946798000661,0.327862437122796,0.215697849595931,0.79768779621401,1.14574374237695,-0.0555618583796283,0.150172114385586,0.116409041084281,-0.0800482670007007,0.106086568190125
"CALM3-ABCA1",-0.0146874650780975,0.395092677801351,0.261827507655432,0.308920921155255,0.468779847791499,0.113729643856343,0.460041342268557,0.851801239972785,1.1066082499387,1.94415887014708,0.00792572353754606,-0.0335533614333198,0.0182171899239671,-0.111511817559979,-0.190674700948151
"CALM3-KCNQ1",0.0921387939631813,0.217479289173037,0.131752706092156,0.294956601146452,0.41462726478468,0.280985098914993,0.282765535268124,0.753434912117349,0.978116718352233,0.754304186209015,0.342407862666029,0.306843528412786,0.238511599878473,-0.0169943594212115,-0.0449626441520944
"CALM3-SCN4A",-0.181432594032227,0.409130825092849,0.169839034271955,0.162274627893212,0.44168001437039,0.186512119868466,0.223417975744454,0.702536639129061,1.12034002623151,1.37801726258824,0.0938055092026079,0.144409838150463,0.0624880961790691,-0.0495970046579386,-0.0117404616183366
"CALR-HLA-F",0.391541874774062,0.678000827798255,0.574111009801086,1.03539849675951,1.1084821424501,0.248468466749825,0.326573918890548,1.0262767567669,1.9405277261105,1.82686117305555,0.164522265544651,0.442454829245349,0.505790613895147,0.0852231640848568,0.334490975498801
"CCL2-CCR1",1.62587936063644,1.89163171459458,0.987699042457032,0.848789193957992,0.414674180640208,2.13604407849125,0.755900350673161,0.504076037280394,0.718820175121211,0.63881870745712,0.938597312631619,0.352250820530859,0.0764162613762301,0.0696448874387126,0.026424923816465
"CCL2-CCR2",1.21639848142188,1.60810249172644,1.01185842451169,0.741813139313758,0.501104120383393,1.85768283056521,0.639715425606416,0.474745489735295,0.760845706988848,0.863877105061018,1.55866392884967,0.377200650191975,0.0600212142074874,0.134197159761971,0.0762063930484965
"CCL2-CCR4",1.31957518695469,1.66653515727448,1.17237845782577,0.600847121669626,0.236825718977068,1.3158229309864,0.810982949073809,0.66119886524045,0.724839092946536,0.821963004001464,0.424358889303799,0.383624352642118,0.164556238149202,-0.0505555400766711,0.0517454898439932
"CCL5-CCR1",1.50268967378807,1.2295347288732,0.922027466055121,1.04685016355761,0.7624412876158,2.0876783644459,1.12288584830722,0.691463937176645,1.00640459383245,0.945225853765948,1.68233445083163,0.793278293396165,0.376972666420259,0.324872009338937,0.231831661849595
"CCL5-CCR4",1.19638550010632,1.0044381715531,1.10670688142386,0.798908091269245,0.58459282595266,1.26745721694105,1.17796844670787,0.848586765136701,1.01242351165778,1.12837015031029,1.16809602750381,0.824651825507423,0.465112643193231,0.204671581823554,0.257152227877124
"CCL5-SDC4",1.16388705002856,0.642843209107544,0.601229507860709,1.20216271376131,0.82544407174688,1.17644335653959,0.754270303516246,1.66624126043642,1.44471931975749,1.37250745038179,1.25534672499187,0.623573754813925,0.292793162301935,0.225814755328451,0.137928530028493
"CD14-ITGA4",0.387043866106374,0.832963636575493,0.621960181119696,0.832567914014582,0.557041170222478,1.10284960822148,0.671312952611833,0.392687425685278,0.485295096298292,0.466311993740709,0.609128890269646,0.485383218347383,0.248428210606124,0.00609873495143309,0.120158038795969
"CD14-ITGB2",0.60810691061138,1.02127567375597,0.750212405245504,1.05934379624905,0.79799814283066,1.52824147230284,0.819160140939847,0.535632713421319,0.739450680763823,0.759426727530141,1.40739463967064,0.743783424665645,0.273114609527577,0.193529595508509,0.0789420718847364
"CD14-TLR4",0.355047058737947,0.682725828099884,0.424048863320286,0.635530734873483,0.503155843249651,1.29594832374032,0.966386956690875,0.184546614273772,0.700817152662107,0.895797344455002,0.785601342234537,0.476276931539284,0.0632386406684115,-0.130411444992939,-0.0238718438595448
"CD1D-LILRB2",0.438487653148066,1.18549668733432,0.683238905955013,0.538439105924372,0.448487700277612,0.342963194528954,0.0464556761500047,0.0719700161635425,0.287770226550509,0.516285684123404,0.168601320390204,0.446454104881918,0.593126464577286,0.435260922044109,0.505460461384625
"CD274-CD80",0.272341473542739,-0.00839700462751669,-0.161566044689859,-0.0318193944224797,-0.366327225377406,-0.0968911721807514,0.184124611204453,0.208461497314044,-0.166355023238724,0.130669669749387,0.00171800737541483,-0.0424124453160806,-0.096899378466889,-0.202073793406254,-0.103879048266125
"CD274-PDCD1",0.217299005348733,0.0407134259787313,-0.312649773108918,0.162911520506232,0.542703449616619,0.0311102800894898,0.173846827193135,0.908636522939294,0.80952626592691,0.764496917290683,0.170634031944536,-0.14843383399718,-0.339950485999682,-0.079746138395117,-0.206527232404674
"CD40LG-CD40",0.0623469224163146,0.132017072184697,0.218509458038392,0.0690776494583916,0.5989344063852,0.195293481073506,0.224264073974358,0.922057806164766,1.12098747301132,0.996667540542747,0.0645265989579883,0.0712076454460827,-0.100909899352957,-0.0631823365748973,-0.0143800603073735
"CD40LG-TRAF3",-0.0703569412870049,-0.0759647039262717,0.507705715043716,0.118918899865807,0.274671041213774,0.178899380236466,0.0348265290897262,0.582303128461508,0.43844566497926,0.694356686359625,-0.0250146267319538,0.0843634691564094,-0.0605168068988282,-0.108662679210718,-0.285948492278921
"CD55-CR1",0.613982356314432,1.2614876679858,1.10623341082626,0.770722166230415,0.429751786109338,0.262161195340405,0.303916239394053,0.257179215840193,0.594087008792836,0.876024804966133,0.0439056535193472,0.115998007791228,0.073443854997985,0.0420572771083214,0.039295530094288
"CD80-CTLA4",0.226932423784209,0.0490662065462142,0.00544312564587413,0.433347527205727,0.223086159333536,0.0579867681519925,0.259764669887371,0.702424525810814,0.850829010794771,0.890432721699409,0.00961306575730336,0.0273555438097196,0.008647526753013,-0.0625374553833464,-0.191272834675636
"CGN-TGFBR2",0.123672823362404,-0.100932900622049,0.0572244663357053,0.0642607549381026,0.200736426401521,-0.179673870741873,-0.303858367369037,-0.69567926074558,-0.991256889839895,-0.865170138550065,-0.143918249399721,-0.132365248092045,-0.0649700881189508,-0.2783390159084,-0.0023054593906513
"COL18A1-GPC1",-0.425776915875819,0.093521840147806,-0.0550880656649392,-0.255776707108019,-0.618997360367732,-0.0235628892093167,0.117578361611384,0.00158829769006075,-0.108938701526342,-0.133582623156658,0.210999936225544,-0.166535219360206,-0.164809370352603,0.165803242984775,-0.107570640474485
"COL4A3-ITGA2",-0.121890475639694,0.633854189430069,1.04724390623033,0.112730116234565,0.245865431270816,0.298385009608646,0.0849369018485461,0.192176838769046,0.0173144897257322,0.370557373627516,0.196534709036865,0.0447936240984674,0.0319890480196184,0.237099591847075,-0.239179717804599
"COL4A4-ITGA2",-0.157049920051912,0.553257599955391,0.816602798598305,0.110703520899231,0.252519931876958,0.28985606387744,0.0554764469257153,0.177627780281805,0.021511255741742,0.383785513589904,0.169288748619744,0.0309530127340878,0.0337021163472402,0.189775979543076,-0.279650174157254
"COL4A4-ITGB1",-0.12433903547918,0.105330089649322,-0.0459897776251813,0.136608765122606,0.321822985937234,0.0931222685014826,0.0142182932516174,0.17030187897517,0.537151341842515,0.601724164069403,0.15023541232458,0.1586478361956,-0.00104361328406677,-0.123850488079207,0.0998060526977405
"COL5A2-DDR1",-0.153812589979704,0.337984888180985,0.188950173599006,-0.142700438417857,0.243265528842126,0.00693974570765954,-0.211812707055085,-0.27823946529232,-0.267774027843906,-0.7545313081624,0.133447407076063,-0.141550482001236,-0.412404745328382,0.0955545923224181,0.507716492226916
"COL5A2-ITGB1",-0.0350889629884117,0.066082551332963,-0.175753892705256,-0.0348445447024421,0.316285896141848,0.000885873085055611,-0.0243879535842082,0.00694461873258456,0.649831790455707,0.381423356402066,-0.0153031702133539,-0.306019033059137,-0.117750780966829,-0.104782167350855,0.72247019878603
"COL7A1-ITGA2",-0.158918228908137,0.684491660637147,1.05848986869778,0.090634108012466,0.1746898720115,0.307359851574109,0.05377697334721,0.224355393124662,-0.0518383270595988,0.0172232431681827,0.388754073654015,0.194414859706364,-0.288385405701599,0.54341834454,-0.252792646850016
"COL9A2-ITGB1",-0.027245802680281,0.0146563167642195,-0.0701805444562026,0.0326072739163462,0.351712910124114,0.154851753566523,0.0547402997937191,0.350091170945743,0.715279324677287,0.728639387559747,0.230807305136373,0.186905457119815,-0.113747049316859,0.0339087244262581,0.0579867101215161
"CXCL10-CXCR3",0.254245192731568,1.16751254009933,0.538295051866116,0.160650284786105,-0.0197983530093932,0.282920033568063,0.364410191620317,0.522586317115821,0.994515262304237,1.01511389660272,0.217316749302637,0.0859710867686458,-0.111738935891701,-0.0913157503276815,-0.054988438689819
"CXCL10-SDC4",0.732190490468935,1.43578214055871,0.629083060861877,0.800124454988488,0.418458128104671,0.775380107776801,0.80434404003583,1.67310189193825,1.40943338334516,1.14887250604418,0.453575788029009,0.204315326563226,-0.0042770244405638,-0.0326326534288955,-0.0712215983588944
"DLL1-NOTCH1",-0.0583790476121113,0.0695121773064417,0.536009677455621,0.422105276975305,0.759415716888727,0.189154299444997,0.138149850986711,0.0798301264241167,-0.425786142674611,0.224677566286983,-0.0425692381368599,-0.317367305244676,-0.280156334656295,-0.453436155201234,-0.132856033681075
"DLL1-NOTCH2",-0.028936187837626,-0.0979552744381335,0.286477686749897,0.325849712396683,0.596177039579226,0.0476752914026199,0.0248357768765008,-0.00181755788497417,-0.358955959017455,0.104721361095436,-0.023121086229146,-0.182901412741794,-0.0977017083216936,-0.328560998917106,-0.0761510612275543
"EFNB1-EPHB6",-0.206243539162164,-0.1382866742272,-0.193797743443926,0.0952176565496723,-0.0881398333778855,0.232507856773786,0.0792962154598791,0.0329928046047248,0.179640001464977,0.310311873813494,0.191236190940142,0.0691250163397935,-0.138949989803916,-0.0570646968176388,-0.0548910412151431
"EFNB2-EPHB6",-0.164454087367753,-0.0750095616443772,-0.110245465584932,0.0434839125133474,0.0511657428276192,0.222452697511581,-0.0849570323845152,-0.414798638064205,-0.069922306547788,0.0263707241552802,0.047579917061621,-0.0451354376336549,-0.0723032325884582,-0.111336338609895,0.168562256859535
"EFNB2-PECAM1",-0.118297644812518,0.0494792756129523,0.0331537622826583,0.150227823308679,0.0699126034762552,0.109482216905798,-0.185614799779355,-0.430512017591769,0.237976759103703,0.592926439976432,0.197215821148763,0.138914374103049,0.0390906810661588,-0.145063621145999,0.00799709860611292
"FBN1-ITGA5",0.255395489581241,0.0706177303922719,-0.184233802798031,0.0886431308444473,0.40067085549519,0.175147911270232,0.0614040748244573,0.320415642917706,0.419149240298014,0.291647279063393,0.344011671327622,-0.0126396117976812,-0.125651618463636,-0.198898025847012,-0.124985768312301
"FBN1-ITGAV",0.152553182515126,0.0404919730495812,-0.11306849111126,0.122124497891265,0.193011480606211,0.0822840198057606,0.0812395855139094,-0.0982846412215727,0.0974051280834898,0.307037202626023,0.105078189396897,-0.189773772089932,-0.180079552654711,-0.25589423550082,-0.116331151024992
"FBN1-ITGB1",0.183947919859322,-0.0473678314435171,-0.22555304464942,0.113326878270667,0.327602938646639,0.10112910389874,0.111302274288062,0.20256958885697,0.460271872553533,0.601566497107251,0.163211091096978,-0.1655958555399,-0.165420356388919,-0.261928191805715,0.0155848449678954
"FGF11-FGFR1",-0.0197068747118014,0.218677810360737,0.135010203321474,0.0913282477888897,0.150043255106582,-0.246780707179676,-0.0824340207885673,-0.260260671157044,-0.235526773029385,-0.587246132760282,0.207305298288542,0.117889878639729,0.210323657647602,0.238472065651835,-0.193394202851765
"FGF2-FGFR1",0.011359725935674,-0.0245638980184435,-0.126553623633903,-0.0145140162937947,0.00160931786418195,-0.150749718017827,0.281402602737166,-0.0946770450603646,0.10304123056273,0.596350340408014,-0.0543664100274683,-0.112353038685933,-0.0864689952167048,-0.142225610769492,-0.0292210692451964
"FGF2-SDC3",0.0691732767238805,0.0868443332295626,-0.154292467678395,0.108584279526753,0.107139575314975,0.0142985547014368,0.289453137084212,0.29931407685833,0.432812806076837,0.577641721832572,0.05708889429303,0.0211851037628762,-0.0560876014652901,-0.0209562295879507,-0.0691247234523372
"FGF2-SDC4",0.619941843815871,0.301192150415777,0.246859202867097,0.672773159062005,0.330835818236819,0.518057985081372,0.511251412160692,1.46987637174683,1.27531056033968,1.3342661141334,0.339932905060483,0.0910144468296184,-0.0203888769135853,-0.0393210466253529,-0.0435373687806991
"FN1-C5AR1",0.862555881508484,1.26414936141843,1.13072789232366,0.973492901161307,0.503196699291393,2.13491971817226,0.370505377535406,0.326647241191397,0.564529685177302,0.488603319264863,1.79341119523556,0.448616533805521,0.153023892504224,0.140672044500163,-0.0266610782983449
"FN1-ITGA2",0.0670973058960915,0.580813967533649,0.965747599567354,0.316065581149947,0.259282371600955,1.42520407866581,0.0964338706708445,0.208843228727334,0.207111543069416,0.758877333863618,0.912593961218051,-0.0299625751712554,0.0745826566626785,0.211000586384308,-0.18819893331752
"FN1-ITGA4",0.246877510781128,0.47790854162581,0.548703742108351,0.485751637755426,0.242290511859651,1.3177196959623,0.186291446248874,0.22188440103636,0.429387541795267,0.680254013620436,0.685513299968539,0.0923607170395018,0.222722713843374,-0.0242886318769802,0.124691873991987
"FN1-ITGA6",0.487753045128445,0.825260941809161,0.9341127790004,0.915739937082355,0.367315076555458,1.95859263533297,0.867662833629531,0.767765354011583,1.33940427156091,1.59654420063964,1.1554657761931,0.190621805824808,0.00521913894027694,-0.0644879806976895,-0.0027485723036596
"GDF11-ACVR2B",0.0984607348134466,-0.00525750621646381,0.00533652467656576,0.0543216451415875,0.118919245851765,0.0841190069069573,0.214970566789229,-0.129148746404689,-0.0890351857121876,1.07455435822609,0.00968621720630747,-0.174603943590616,-0.194318221361055,-0.145322089701409,0.0305875012545729
"GDF11-BMPR1A",0.187375557961599,0.118538179216113,-0.00762855397371387,0.174602583804518,0.103201107897552,0.192956747926941,0.371935035923323,0.0722240632520154,0.234820073717237,1.15971343412649,0.0952153015541158,-0.108758849814116,-0.230722503151868,-0.196716685769389,-0.0289024928087636
"GDF9-TGFBR1",-0.122133885495764,-0.117266016926166,0.0356863978673516,-0.142647659792597,-0.441266283137906,0.00737876004839011,0.0471479544392846,-0.419307702337407,-1.07156293642609,-0.78863573386351,0.0646698498277988,-0.0215761802992996,-0.371712692897321,-0.102481551671138,0.12556043563098
"GNAI2-CXCR3",0.150114867570425,0.14703018314409,0.213513210334677,0.341057427881818,0.493959148920947,0.0576948295693265,-0.190216054865272,0.509639420707257,1.1981832416219,1.44932579632081,0.278076732313401,0.159364803844406,-0.0284124926064708,-0.0999239118423342,-0.0766193036137542
"GNAI2-TBXA2R",0.0206818680198785,0.513522112447949,0.403874792504035,0.661878297145786,1.07014731299499,0.151699731282854,0.124398977013823,0.553764185884412,1.55286406311796,1.9876811233425,0.374924348438724,0.448794219931952,0.202683727303771,0.00815498656724095,0.0205824565882007
"GPI-AMFR",0.251732407481887,0.250431645087892,-0.329317208295672,0.447061222723969,0.160568859736483,-0.0338120101782352,-0.0267713344368663,0.0388620630014994,0.341181553815025,0.567227453934336,0.495665507425528,0.377487951933458,0.307755687192538,0.146889327075272,-0.183310802329947
"HLA-B-CANX",0.145488689757198,-0.0321712977605211,-1.06989894057288,-0.0727938771192628,0.170776479478166,-0.0352839382155088,0.227687443651108,0.508935887220217,0.804536112893318,0.947773731821401,0.104089964742045,0.0394044853654734,0.109046037024446,-0.00889307434136999,0.318386496760925
"HSPG2-ITGB1",-0.0745706244049269,0.0181010005619051,-0.0587233067103159,0.270001511961995,0.418723183429984,0.181572474667623,-0.0491713341693796,0.395166110359309,0.921940336857349,1.06439090019237,0.361145157848966,0.119082278413377,-0.0777695107948331,-0.108403149450774,0.0745361394759456
"ICAM1-CAV1",0.183770939852696,0.229563193338191,0.0472858863665083,0.216060915381535,-0.156921729997345,0.0556587997079276,0.122033214072871,0.263779983705813,0.338419184094476,0.326830456434789,0.113984837260909,0.226880126613571,0.0468638235042205,-0.0619453797561187,-0.0939239162874574
"ICAM1-IL2RG",0.24628815892029,0.39693085281452,0.199094162864851,0.422894829297496,-0.129654530878755,0.415651212681355,0.668843299814593,1.07382857981032,1.46049720903627,1.45728416503851,0.455786857924169,0.653011271253033,0.0698593307944113,0.0698334296763355,0.0561034614308925
"ICAM1-ITGAL",0.409325333659279,0.564469170064089,0.463194435434832,0.44580926303766,0.0332207931950421,0.406549559116754,0.288295385859114,0.468973532606228,0.667382343818729,0.669081493220636,0.540738726565927,0.422551168280239,0.0461586922559456,0.0241082993318389,-0.141900814885207
"ICAM1-ITGAM",0.264816191597273,0.558717532854623,0.574790909371881,0.485476068076262,0.225845609532566,0.242061314649279,0.253314627959589,0.316323591841505,0.426015083151431,0.339379596783905,0.349156086870166,0.48644460970361,0.190530816739414,0.109617659349003,-0.0441378409635451
"ICAM1-ITGAX",0.254550480133221,0.545412211977915,0.56685624587292,0.386996320000961,0.198204680515307,0.212828086676199,0.151316802359707,0.40172682198203,0.427398427683527,0.452439748814037,0.400908255651133,0.305758651851501,0.0898937632776182,0.189253209826269,-0.146358603089052
"ICAM1-ITGB2",0.459650605642555,0.497432078204559,0.337391071452957,0.503156514539545,0.134078052694941,0.616756478044899,0.358319927361178,0.479193999439262,0.632910581078375,0.680684634200814,0.830173015738914,0.47454622978949,0.167469636188133,0.126571236080444,-0.106003713521553
"ICAM1-SPN",0.150466249192224,0.308809204474978,0.187601920773067,0.298830017024332,0.204170655074763,0.124359104753412,0.214248024020621,0.540663006235189,0.786349880131872,0.816511267695911,0.195853648537637,0.133195880864527,0.120861831228643,-0.10889310077765,-0.195884642456334
"ICAM2-ITGAL",0.330979003347245,0.533288299114755,0.461510378234097,0.454184372358592,0.345260072797705,0.446809046877229,0.361265007309379,0.3504169287699,0.778272051099118,0.947932836341827,0.499937965995107,0.620239381978443,0.207111435585169,0.0818820672126617,0.00591359782243117
